bookId-chunkNo	F0	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	F32	F33	F34
pg32840-17	0.0139	0.2807	0.1035	0.0779	0.0197	0.0235	0.0331	0.0813	0.0301	0.0004	0.0093	0.0132	0.0078	0.1373	0.0639	0.0366	0.3913	0.2609	0.3478	0.6936	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.4097	0.3421	0
pg35902-2	0.0266	0.2736	0.008	0.0896	0.0109	0.0236	0.0225	0.0568	0.0523	0.0011	0.0027	0.0064	0.0082	0.0895	-0.1137	0.0563	0.4667	0.0333	0.5	0.8384	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.3988	0.2632	0
pg32840-18	0.0112	0.3317	0.0248	0.0871	0.0178	0.0215	0.0352	0.0735	0.0283	0.0009	0.0089	0.0113	0.0057	0.1298	0.0997	0.0255	0.087	0.3913	0.5217	0.6769	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.2762	0.2105	0
pg32840-19	0.0136	0.3539	0.0087	0.0801	0.0236	0.0239	0.0346	0.072	0.031	0.0006	0.0096	0.0095	0.0059	0.1263	0.0782	0.0255	0.4783	0.087	0.4348	0.6754	0.1943	0.7084	0.0127	0.0039	-0.0109	0.0011	0.0043	-0.0061	-0.0034	0.0109	-0.0027	-0.0097	0.2789	0.2632	0
pg35902-5	0.0171	0.2432	0.0293	0.0786	0.0238	0.0255	0.027	0.0675	0.0436	0.001	0.0015	0.0041	0.0051	0.1011	-0.0328	0.0358	0.3448	0.3448	0.3103	0.6917	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.3209	0.1316	0
pg36159-2	0.0326	0.0433	0.2377	0.0857	0.0182	0.0172	0.0376	0.049	0.0541	0.0001	0.0118	0.0035	0.0068	0.102	-0.1189	0.0658	0.4545	0.1818	0.3636	0.8308	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.4648	0.2895	0
pg35902-6	0.0183	0.2561	0.0829	0.0883	0.0179	0.0255	0.0272	0.0687	0.0489	0.0014	0.0019	0.0038	0.0051	0.103	-0.0682	0.0393	0.5667	0.1667	0.2667	0.7393	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.3275	0.3947	0
pg36159-3	0.0346	0.177	0.2154	0.0897	0.0171	0.0178	0.0328	0.0517	0.0479	0	0.0147	0.0053	0.0091	0.1045	-0.1064	0.0722	0.4545	0.0606	0.4848	0.8072	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.5332	0.4211	0
pg18894-8	0.0151	0.3748	0.0096	0.0863	0.0183	0.0219	0.0316	0.0538	0.0417	0.0002	0.0032	0.0151	0.007	0.1039	-0.0432	0.0261	0.3214	0.25	0.4286	0.7559	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2348	0.1842	0
pg35902-3	0.0232	0.2694	0.0213	0.0913	0.0167	0.0225	0.0256	0.0594	0.0456	0.0017	0.0018	0.003	0.0047	0.0915	-0.0687	0.0475	0.5333	0.2	0.2667	0.759	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.4063	0.1842	0
pg36159-4	0.0284	0.0955	0.242	0.0874	0.0225	0.0202	0.0359	0.0468	0.0485	0	0.0174	0.0064	0.0085	0.1065	-0.0954	0.0582	0.3333	0.303	0.3636	0.8285	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.4385	0.3158	0
pg18894-9	0.0182	0.3994	0.0114	0.0855	0.0199	0.0215	0.0314	0.05	0.0483	0.0004	0.0037	0.0139	0.0054	0.0994	-0.0687	0.033	0.3929	0.0714	0.5357	0.7532	-0.0958	0.3537	-0.0035	-0.0054	0.004	-0.0033	0.0128	-0.0004	-0.0036	0.0144	-0.0097	-0.0053	0.2817	0.2105	0
pg35902-4	0.0197	0.2954	0.0667	0.0864	0.0155	0.0202	0.0259	0.0586	0.044	0.0012	0.0019	0.0018	0.0066	0.0894	-0.0573	0.0412	0.4667	0.1	0.4333	0.7314	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.3664	0.3684	0
pg36159-5	0.0279	0.2179	0.229	0.0885	0.0198	0.0227	0.0415	0.0542	0.045	0.0002	0.0148	0.0064	0.0071	0.1171	-0.0838	0.0531	0.5625	0.125	0.3125	0.8023	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.4217	0.3947	0
pg35902-9	0.0181	0.0376	0.2014	0.0995	0.0256	0.0194	0.026	0.0576	0.0458	0.0014	0.0034	0.0053	0.005	0.0937	-0.06	0.0251	0.4	0.2	0.4	0.7627	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.1201	0.1053	0
pg36159-6	0.0242	0.2052	0.2838	0.0856	0.0187	0.0221	0.0413	0.0609	0.0441	0.0001	0.0137	0.0058	0.0066	0.1218	-0.0667	0.0491	0.4545	0.0606	0.4848	0.7925	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.4063	0.2632	0
pg36159-7	0.0266	0.1286	0.2545	0.0904	0.02	0.0203	0.038	0.0554	0.0477	0.0001	0.0145	0.0065	0.0065	0.1145	-0.097	0.0521	0.4848	0.1818	0.3333	0.8107	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.3981	0.3158	0
pg35902-7	0.0163	0.2053	0.1304	0.0908	0.0227	0.0199	0.027	0.0599	0.0469	0.0017	0.0025	0.0032	0.0032	0.0943	-0.0438	0.0325	0.4333	0.1667	0.4	0.7051	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.2854	0.2105	0
pg36159-8	0.0272	0.098	0.38	0.0795	0.0205	0.026	0.0353	0.0473	0.0505	0	0.0148	0.0043	0.0097	0.1017	-0.1133	0.053	0.4545	0.2121	0.3333	0.8179	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.3759	0.4211	0
pg35902-8	0.0206	0.2021	0.0735	0.0917	0.0226	0.0202	0.0225	0.0605	0.0454	0.0016	0.0024	0.0051	0.0052	0.0921	-0.0568	0.0419	0.4333	0.1	0.4667	0.7115	-0.0694	-0.6439	-0.0025	-0.0046	0.0006	-0.0071	-0.0093	0.0123	-0.0039	-0.0061	0.015	0.0056	0.3696	0.1579	0
pg36159-9	0.0251	0.0969	0.3342	0.0942	0.0255	0.0213	0.0364	0.0572	0.0495	0.0002	0.0129	0.0058	0.0068	0.1125	-0.1029	0.0518	0.6667	0.1515	0.1818	0.8162	-0.0305	-0.8281	0.0043	-0.0105	0.0144	0.0034	-0.0083	0.0018	-0.0073	-0.0063	-0.003	0.0117	0.3675	0.4211	0
pg23441-10	0.0154	0.1436	0.1176	0.0982	0.0174	0.0265	0.0416	0.0648	0.0385	0.0003	0.0052	0.0067	0.0038	0.1186	0.0261	0.03	0.5	0.2083	0.2917	0.773	-0.0293	-0.2521	-0.0072	0.0079	0.0109	-0.0077	-0.0092	-0.0044	0.0084	0.0099	-0.0029	-0.0058	0.2685	0.3158	0
pg23441-11	0.0164	0.1423	0.084	0.1098	0.0154	0.0236	0.0389	0.0669	0.0383	0.0004	0.0051	0.0034	0.0036	0.1147	0.0172	0.0314	0.375	0.1667	0.4583	0.7787	-0.0293	-0.2521	-0.0072	0.0079	0.0109	-0.0077	-0.0092	-0.0044	0.0084	0.0099	-0.0029	-0.0058	0.3118	0.5	0
pg25550-4	0.0197	0.4531	0.0138	0.0564	0.0235	0.0247	0.0282	0.0415	0.0492	0.0008	0.0012	0.0131	0.0032	0.0848	-0.0652	0.027	0.3939	0.1212	0.4848	0.7582	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.1972	0.2632	0
pg25550-3	0.0215	0.2946	0.1862	0.0643	0.027	0.0246	0.032	0.0425	0.0493	0.0004	0.001	0.0128	0.004	0.0887	-0.0788	0.0305	0.5758	0.0909	0.3333	0.7474	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.2383	0.1842	0
pg25550-6	0.0226	0.3048	0.1128	0.0621	0.0186	0.0226	0.0282	0.041	0.0518	0.0007	0.0011	0.0169	0.0054	0.0879	-0.0908	0.0373	0.4848	0.2121	0.303	0.7692	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.2713	0.2895	0
pg25550-5	0.0183	0.6414	0.0114	0.0548	0.0244	0.0229	0.0304	0.0457	0.0459	0.0005	0.0012	0.0141	0.0051	0.0919	-0.0605	0.0184	0.5455	0.1212	0.3333	0.7574	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.1464	0.0789	0
pg25550-2	0.0204	0.3639	0.0792	0.059	0.0218	0.0221	0.0291	0.0466	0.0518	0.0002	0.0011	0.0128	0.0032	0.0898	-0.0797	0.0273	0.6061	0.0909	0.303	0.7709	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.2107	0.2368	0
pg25550-1	0.0176	0.518	0.0332	0.0479	0.0243	0.026	0.0296	0.0492	0.0449	0.0009	0.0015	0.0153	0.0028	0.0965	-0.0257	0.0162	0.4545	0.0606	0.4848	0.6877	-0.1153	-0.1053	0.0154	0.0023	-0.0079	0.0099	-0.0004	-0.0087	-0.0017	0.0057	-0.0054	-0.0091	0.1337	0.1053	0
pg19510-9	0.0148	0.2555	0.1874	0.0828	0.017	0.0259	0.0342	0.0483	0.0557	0.0003	0.0028	0.0129	0.0031	0.0985	-0.0838	0.0301	0.4063	0.1563	0.4375	0.7123	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.2422	0.2895	0
pg22205-7	0.0082	0.2487	0.0566	0.0926	0.024	0.0279	0.0472	0.0708	0.0307	0.0008	0.0044	0.0083	0.0037	0.1315	0.1249	0.0227	0.25	0.375	0.375	0.6588	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.3032	0.2632	0
pg26482-7	0.0261	0.1209	0.286	0.0891	0.0284	0.0182	0.0319	0.0772	0.0442	0.0017	0.008	0.0063	0.006	0.1251	-0.0529	0.0483	0.4	0.1667	0.4333	0.715	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.3706	0.3421	0
pg18489-6	0.0237	0.3743	0.0725	0.0774	0.0237	0.0237	0.0264	0.0558	0.0489	0.0024	0.0021	0.0235	0.0061	0.1103	-0.0655	0.045	0.6	0.1143	0.2857	0.7481	-0.0912	-0.4133	-0.0056	-0.0048	-0.0103	-0.0057	0.0084	-0.0006	-0.0029	0.0149	0.0104	-0.0038	0.3197	0.3947	0
pg19510-8	0.0184	0.1727	0.2289	0.0759	0.0202	0.0242	0.0316	0.0515	0.0576	0.0002	0.0011	0.0126	0.0063	0.097	-0.1041	0.0385	0.5161	0.2258	0.2581	0.7631	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.2896	0.2895	0
pg22205-8	0.0136	0.2215	0.0096	0.1053	0.0202	0.0301	0.0403	0.0638	0.0348	0.0003	0.0037	0.0064	0.0034	0.1145	0.0388	0.0374	0.4583	0.0833	0.4583	0.7303	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.4402	0.3421	0
pg26482-6	0.0283	0.0957	0.1951	0.0861	0.0236	0.0202	0.0296	0.0736	0.0423	0.0023	0.0086	0.0089	0.0104	0.123	-0.0707	0.059	0.4333	0.1667	0.4	0.7329	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.4508	0.2368	0
pg22205-5	0.0133	0.1692	0.106	0.106	0.0299	0.0276	0.0393	0.0566	0.0349	0.0006	0.0038	0.0073	0.0029	0.1076	0.0671	0.0295	0.25	0.4167	0.3333	0.7027	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.3769	0.3421	0
pg26482-9	0.0243	0.2611	0.3284	0.0686	0.0264	0.0236	0.039	0.071	0.0422	0.0028	0.0049	0.0066	0.0063	0.1243	-0.0328	0.0336	0.5	0.1	0.4	0.703	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.2231	0.1579	0
pg22205-6	0.0181	0.1215	0.1555	0.0999	0.0236	0.0222	0.0333	0.0691	0.0435	0.0003	0.0027	0.0058	0.0056	0.1112	-0.0257	0.0521	0.625	0.125	0.25	0.742	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.506	0.3947	0
pg26482-8	0.0271	0.1032	0.3543	0.0717	0.0271	0.0223	0.035	0.0714	0.0445	0.0022	0.0072	0.0074	0.0092	0.1232	-0.0535	0.0389	0.6	0.2	0.2	0.7097	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.2894	0.2105	0
pg26482-3	0.0248	0.2023	0.2786	0.0832	0.0295	0.0244	0.0326	0.0814	0.0418	0.0024	0.0089	0.0066	0.007	0.1319	-0.0328	0.0344	0.4333	0.2	0.3667	0.699	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.2818	0.3158	0
pg26482-2	0.0208	0.1926	0.3012	0.0702	0.0347	0.0246	0.0403	0.0819	0.0339	0.0018	0.0137	0.0084	0.0059	0.1461	0.0226	0.0322	0.2667	0.2667	0.4667	0.6675	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.3096	0.3421	0
pg22205-9	0.0125	0.1209	0.0896	0.0946	0.0237	0.0301	0.0401	0.0634	0.0342	0.0007	0.0029	0.0052	0.0019	0.1123	0.0639	0.0338	0.4583	0.1667	0.375	0.6804	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.4148	0.2105	0
pg26482-5	0.0296	0.1853	0.2764	0.0725	0.0241	0.0216	0.0325	0.0771	0.0427	0.0021	0.0098	0.0093	0.0107	0.1308	-0.0722	0.0562	0.4	0.1	0.5	0.712	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.4278	0.2895	0
pg26482-4	0.0273	0.1913	0.3423	0.0626	0.0268	0.0211	0.0399	0.0723	0.0395	0.0026	0.0101	0.0087	0.0077	0.1336	-0.0316	0.04	0.3333	0.3	0.3667	0.6941	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.336	0.3421	0
pg26482-1	0.0168	0.2072	0.2868	0.0738	0.0343	0.0221	0.0416	0.0828	0.0342	0.002	0.0091	0.0124	0.0082	0.1479	0.0305	0.0275	0.3	0.2667	0.4333	0.685	-0.0672	-0.012	0.0147	0.0031	-0.0003	-0.0084	-0.0045	-0.0091	-0.0005	0.005	-0.0093	0.0094	0.2757	0.1579	0
pg22205-3	0.0134	0.2387	0.0072	0.0886	0.0224	0.0331	0.0453	0.0584	0.0409	0.0001	0.003	0.0058	0.0017	0.1126	0.0133	0.0263	0.5	0.2083	0.2917	0.7351	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.2886	0.3158	0
pg22205-4	0.0128	0.2078	0.1239	0.0958	0.0269	0.0291	0.045	0.0575	0.036	0.0005	0.0046	0.0072	0.0034	0.1148	0.0566	0.0241	0.5833	0.1667	0.25	0.6711	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.27	0.4474	0
pg22205-1	0.0105	0.126	0.1382	0.1026	0.0284	0.0255	0.0403	0.057	0.036	0.0001	0.0039	0.0088	0.0013	0.1101	0.066	0.0222	0.4583	0.2917	0.25	0.7122	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.2781	0.3421	0
pg22205-2	0.012	0.2476	0.0407	0.0899	0.0232	0.0345	0.0441	0.0654	0.0357	0.0009	0.0041	0.0081	0.0036	0.1226	0.0388	0.0262	0.2083	0.5	0.2917	0.7125	-0.1107	-0.1722	-0.0015	0.0136	-0.0095	-0.009	0.0147	-0.0047	-0.0031	-0.0017	-0.0006	0.0018	0.3014	0.2368	0
pg13257-5	0.022	0.274	0.1908	0.0982	0.0197	0.0207	0.0348	0.0653	0.0575	0.0004	0.0055	0.0084	0.0175	0.1144	-0.1261	0.0391	0.4595	0.2432	0.2973	0.7834	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.2639	0.4211	0
pg13257-4	0.0291	0.136	0.1798	0.1068	0.0211	0.0224	0.0412	0.0681	0.051	0.0007	0.0082	0.0109	0.0204	0.1291	-0.1165	0.0567	0.3784	0.2432	0.3784	0.8585	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.4	0.2895	0
pg13257-3	0.0237	0.0423	0.2242	0.0954	0.0228	0.0204	0.0378	0.0658	0.0503	0	0.0083	0.0059	0.0123	0.1178	-0.1022	0.0407	0.2973	0.1892	0.5135	0.822	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.2611	0.1842	0
pg13257-2	0.0256	0.0721	0.1908	0.0828	0.0199	0.0228	0.035	0.0707	0.0479	0.0004	0.0075	0.0088	0.0165	0.1224	-0.1006	0.0477	0.5676	0.0811	0.3514	0.8152	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.3277	0.1579	0
pg13257-9	0.0211	0.2554	0.1472	0.0813	0.0213	0.026	0.0371	0.0579	0.058	0.0003	0.0053	0.0063	0.0085	0.1069	-0.1033	0.0289	0.3243	0.2973	0.3784	0.7868	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.2202	0.2895	0
pg13257-8	0.0254	0.1201	0.2007	0.0975	0.0191	0.0212	0.0361	0.0662	0.0512	0.0001	0.0059	0.0054	0.0195	0.1137	-0.1245	0.0449	0.5135	0.2162	0.2703	0.8199	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.2913	0.3158	0
pg13257-7	0.0252	0.3139	0.1815	0.0886	0.0194	0.0244	0.0352	0.0654	0.0563	0.0007	0.0041	0.0078	0.0137	0.1132	-0.1222	0.0404	0.5676	0.1622	0.2703	0.7823	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.2744	0.3421	0
pg13257-6	0.0195	0.2633	0.1237	0.0923	0.0201	0.0238	0.0372	0.0699	0.0493	0.0001	0.0069	0.0082	0.0133	0.1223	-0.097	0.0357	0.6216	0.0541	0.3243	0.7706	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.2649	0.3158	0
pg13257-1	0.0233	0.1949	0.1236	0.0834	0.0177	0.0253	0.0426	0.0717	0.0442	0.0003	0.0086	0.0084	0.012	0.1316	-0.0682	0.036	0.2973	0.2973	0.4054	0.7856	-0.0763	-0.707	-0.007	-0.0058	-0.009	-0.0051	0.0048	0.0045	0.0133	-0.0062	-0.002	0.0126	0.3096	0.2632	0
pg45201-1	0.0102	0.4441	0.0152	0.0644	0.0277	0.0222	0.0415	0.0553	0.0363	0	0.0077	0.0083	0.0065	0.1128	0.0252	0.0113	0.36	0.28	0.36	0.734	-0.0775	0.0808	0.0041	0.0108	-0.0095	0.0067	-0.0019	-0.0044	0.013	-0.0034	-0.0057	-0.0097	0.1198	0.0789	0
pg15774-1	0.0217	0.2146	0.1843	0.0651	0.0239	0.0212	0.0409	0.0759	0.0311	0.0012	0.0125	0.0106	0.0118	0.1411	0.0125	0.0305	0.28	0.36	0.36	0.7114	0.0716	-0.3873	-0.0068	0.0008	0.0003	-0.01	-0.0107	0.0056	0.0108	0.0102	0.0064	-0.0067	0.3274	0.2105	0
pg15774-2	0.0273	0.1621	0.2039	0.0824	0.0299	0.0233	0.0361	0.0712	0.0313	0.0034	0.0105	0.0079	0.0247	0.1291	-0.0662	0.0404	0.4444	0.2222	0.3333	0.7472	0.0716	-0.3873	-0.0068	0.0008	0.0003	-0.01	-0.0107	0.0056	0.0108	0.0102	0.0064	-0.0067	0.3368	0.3158	0
pg20610-21	0.004	0.1388	0.0045	0.03	0.0219	0.0223	0.042	0.0908	0.0129	0.0078	0.0156	0.0216	0.0034	0.1779	0.6135	0.0025	0.2143	0.5	0.2857	0.2873	0.3973	1.2275	-0.006	-0.0036	0.0128	0.0004	-0.01	-0.0001	0.0031	-0.0097	0.0001	0.0131	0	0	0
pg35443-2	0.0223	0.1122	0.115	0.0795	0.0266	0.0264	0.0339	0.0525	0.0375	0.0017	0.013	0.0108	0.0033	0.1119	0.0296	0.0145	0.2727	0.1818	0.5455	0.6494	-0.0591	-0.345	0.0002	-0.0092	0.0058	0.0099	-0.0065	-0.0077	0.0122	-0.001	-0.0118	0.008	0.1168	0.1842	0
pg15774-3	0.0211	0.1043	0.0977	0.0906	0.0292	0.0198	0.038	0.0762	0.0277	0.0019	0.0102	0.0069	0.0269	0.1332	-0.042	0.039	0.4074	0.2593	0.3333	0.7698	0.0716	-0.3873	-0.0068	0.0008	0.0003	-0.01	-0.0107	0.0056	0.0108	0.0102	0.0064	-0.0067	0.3555	0.2895	0
pg35443-1	0.0217	0.2031	0.044	0.0822	0.0291	0.0277	0.0321	0.0612	0.036	0.0011	0.0079	0.0081	0.0028	0.1104	0.0607	0.0147	0.2273	0.3182	0.4545	0.6626	-0.0591	-0.345	0.0002	-0.0092	0.0058	0.0099	-0.0065	-0.0077	0.0122	-0.001	-0.0118	0.008	0.1234	0.1579	0
pg1836-1	0.0218	0.4925	0.0128	0.0631	0.023	0.027	0.0305	0.0496	0.0479	0.0006	0.0021	0.0079	0.0054	0.0907	-0.0626	0.0366	0.5833	0.2292	0.1875	0.6985	-0.1486	-0.9076	-0.0077	-0.01	-0.0096	0.0102	0.0103	0.006	0.0066	-0.0063	0.0004	0.0001	0.2748	0.1579	0
pg20610-20	0.004	0.1835	0.0124	0.0293	0.0192	0.0252	0.0416	0.0893	0.013	0.0072	0.016	0.0167	0.0023	0.1708	0.6712	0.0078	0.2857	0.2143	0.5	0.2357	0.3973	1.2275	-0.006	-0.0036	0.0128	0.0004	-0.01	-0.0001	0.0031	-0.0097	0.0001	0.0131	0.0188	0.0263	0
pg1836-2	0.0243	0.4066	0.0424	0.0765	0.0219	0.0284	0.028	0.046	0.047	0.0023	0.0008	0.0057	0.0071	0.0828	-0.0742	0.0496	0.5417	0.125	0.3333	0.7534	-0.1486	-0.9076	-0.0077	-0.01	-0.0096	0.0102	0.0103	0.006	0.0066	-0.0063	0.0004	0.0001	0.3456	0.2105	0
pg19510-1	0.0182	0.1963	0.3677	0.0843	0.0242	0.0265	0.0311	0.0468	0.056	0.0008	0.0019	0.0127	0.0051	0.0933	-0.0886	0.0318	0.4063	0.1563	0.4375	0.7087	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.2197	0.3421	0
pg19510-3	0.0173	0.228	0.3533	0.0902	0.0199	0.0294	0.0347	0.0498	0.0601	0.0001	0.0013	0.0076	0.0036	0.0935	-0.106	0.0323	0.3125	0.2813	0.4063	0.7668	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.2254	0.2105	0
pg19510-2	0.0145	0.1521	0.3889	0.0856	0.0229	0.0268	0.0333	0.0541	0.0516	0.0006	0.0021	0.0128	0.0049	0.1029	-0.0657	0.0263	0.5625	0.125	0.3125	0.7265	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.2109	0.3158	0
pg14581-9	0.0261	0.4809	0.1195	0.0701	0.032	0.029	0.0327	0.0495	0.0428	0.0008	0.0064	0.0103	0.01	0.0997	-0.0573	0.0325	0.5	0.125	0.375	0.7058	-0.1107	-0.3403	0.0098	-0.0063	-0.0053	-0.004	0.0099	0.0087	-0.0052	-0.0083	-0.0092	0.0098	0.2839	0.3158	0
pg19510-5	0.0143	0.1965	0.2929	0.08	0.0238	0.0294	0.0395	0.0509	0.0494	0.0005	0.0011	0.0096	0.0041	0.1016	-0.0589	0.0233	0.4375	0.1875	0.375	0.7483	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.1942	0.2632	0
pg19510-4	0.0131	0.1936	0.2807	0.0833	0.02	0.0304	0.0358	0.0547	0.0523	0.0005	0.0017	0.0098	0.0046	0.1025	-0.0652	0.0244	0.5625	0.1563	0.2813	0.7378	-0.0706	0.5929	0.0013	-0.0042	-0.0037	0.0045	-0.0041	0.0109	-0.0084	-0.0101	0.0149	-0.0012	0.2007	0.2105	0
