Category	BookID	BookName	Lang	Author
Literary	22207	The Romance Of Giovanni Calvotti - From Coals Of Fire And Other Stories- Volume II. (of III.)	en	David Christie Murray
Literary	22208	Cruel Barbara Allen - From Coals Of Fire And Other Stories- Volume II. (of III.)	en	David Christie Murray
Literary	22221	Oswald Langdon - Pierre and Paul Lanier. A Romance of 1894-1898	en	Levi Jackson Hamilton
Detective and Mystery	2287	Havoc	en	E. Phillips Oppenheim
Romance	22883	Doctor Luttrell's First Patient	en	Rosa Nouchette Carey
Adventure	23118	A Chinese Command: A Story of Adventure in Eastern Seas	en	Harry Collingwood
Detective and Mystery	24769	The Opal Serpent	en	Fergus Hume
Detective and Mystery	26306	Simon	en	Josephine Daskam Bacon
Detective and Mystery	26482	Madeline Payne- the Detective's Daughter	en	Lawrence L. Lynch
Detective and Mystery	26925	The Bradys Beyond Their Depth- The Great Swamp Mystery	en	Frederic Mayer Bird
Detective and Mystery	27549	The Seven Secrets	en	F. Anstey
Adventure	27909	Dick Leslie's Luck: A Story of Shipwreck and Adventure	en	Will Lillibridge
Detective and Mystery	28229	Anderson Crow- Detective	en	Gouverneur Morris
Adventure	29323	An Old Sailor's Yarns	en	N. Ames
Detective and Mystery	29400	Murder Point: A Tale of Keewatin	en	Coningsby Dawson
Adventure	30137	Daisy Brooks- A Perilous Love	en	Laura Jean Libbey
Detective and Mystery	305	The Count's Millions	en	Emile Gaboriau
Detective and Mystery	30838	Ashton-Kirk- Criminologist	en	John Thomas McIntyre
Adventure	30980	Kidnapped at the Altar- The Romance of that Saucy Jessie Bain	en	Laura Jean Libbey
Adventure	31083	The Recipe for Diamonds	en	Charles John Cutcliffe Wright Hyne
Detective and Mystery	31578	Room Number 3- and Other Detective Stories	en	Anna Katharine Green
Detective and Mystery	31915	An Artist in Crime	en	Rodrigues Ottolengui
Adventure	32114	Command	en	William McFee
Adventure	32516	A Marriage at Sea	en	William Clark Russell
Adventure	32560	Gerald Fitzgerald- the Chevalier: A Novel	en	Clara Viebig
Detective and Mystery	32732	Jacob's Ladder	en	E. Phillips Oppenheim
Detective and Mystery	33004	The Red Rat's Daughter	en	Guy Boothby
Detective and Mystery	33019	The Green God	en	Frederic Arnold Kummer
Western Stories	33498	Bransford of Rainbow Range - Originally Published under the title of Bransford in Arcadia- The Little Eohippus	en	Eugene Manlove Rhodes
Detective and Mystery	33695	X Y Z: A Detective Story	en	Anna Katharine Green
Detective and Mystery	34035	The Hillman	en	E. Phillips Oppenheim
Detective and Mystery	34046	Whispering Wires	en	Henry Leverage
Detective and Mystery	34277	A Mysterious Disappearance	en	Louis Tracy
Western Stories	34567	Paradise Bend	en	William Patterson White
Horror and Ghost	34619	The Gateless Barrier	en	Lucas Malet
Romance	34628	I- Thou- and the Other One: A Love Story	en	Amelia E. Barr
Detective and Mystery	34664	The Mynns' Mystery	en	George Manville Fenn
Detective and Mystery	34710	One of My Sons	en	Anna Katharine Green
Detective and Mystery	34835	The Pagan's Cup	en	Eleanor Hallowell Abbott
Detective and Mystery	34934	Ã‚Â£19-000	en	Burford Delannoy
Detective and Mystery	34947	The House of Strange Secrets: A Detective Story	en	A. Eric Bayly
Detective and Mystery	35003	The House in the Mist	en	Anna Katharine Green
Western Stories	35078	The Mesa Trail	en	H. Bedford-Jones
Detective and Mystery	35146	The Solitary Farm	en	Fergus Hume
Detective and Mystery	35205	Who?	en	Elizabeth Kent
Detective and Mystery	35254	In the Onyx Lobby	en	Carolyn Wells
Detective and Mystery	35304	The Last Stroke: A Detective Story	en	Lawrence L. Lynch
Romance	35358	A Song of a Single Note: A Love Story	en	Amelia E. Barr
Detective and Mystery	35361	The Wicked Marquis	en	E. Phillips Oppenheim
Detective and Mystery	35424	The Amethyst Box	en	Anna Katharine Green
Adventure	35443	Lost Lenore: The Adventures of a Rolling Stone	en	Mayne Reid
Detective and Mystery	35462	Sharing Her Crime: A Novel	en	May Agnes Fleming
Detective and Mystery	35484	The Black Eagle Mystery	en	Geraldine Bonner
Horror and Ghost	35517	The Three Impostors- The Transmutations	en	Arthur Machen
Adventure	35528	The Secret of the Sands- The "Water Lily" and her Crew	en	Harry Collingwood
Detective and Mystery	35661	Mysterious Mr. Sabin	en	E. Phillips Oppenheim
Humor, wit and satire	35787	Plain Mary Smith: A Romance of Red Saunders	en	Henry Wallace Phillips
Detective and Mystery	35833	The Black Star: A Detective Story	en	Johnston McCulley
Detective and Mystery	35902	Final Proof- The Value of Evidence	en	Rodrigues Ottolengui
Romance	36159	The Letter of Credit	en	Susan Warner
Detective and Mystery	36247	The Red Mouse: A Mystery Romance	en	William Hamilton Osborne
Detective and Mystery	36366	Dangerous Ground- The Rival Detectives	en	Lawrence L. Lynch
Adventure	36588	The Red Derelict	en	Bertram Mitford
Detective and Mystery	36758	Cynthia Wakeham's Money	en	Anna Katharine Green
Adventure	37081	In Strange Company: A Story of Chili and the Southern Seas	en	Guy Boothby
Western Stories	37204	The Ranchman	en	Charles Alden Seltzer
Detective and Mystery	37338	The Crime Doctor	en	E. W. Hornung
Detective and Mystery	37490	The Gray Phantom's Return	en	Herman Landon
Romance	37710	Mavis of Green Hill	en	Faith Baldwin
Humor, wit and satire	3828	Simon the Jester	en	William John Locke
Detective and Mystery	38888	Out of a Labyrinth	en	Lawrence L. Lynch
Detective and Mystery	39018	Mr. Marx's Secret	en	E. Phillips Oppenheim
Detective and Mystery	39417	A Gamble with Life	en	Silas K. Hocking
Adventure	39616	In the Hands of the Malays- and Other Stories	en	G. A. Henty
Humor, wit and satire	39905	Upsidonia	en	Archibald Marshall
Detective and Mystery	39940	Ashton-Kirk- Secret Agent	en	John Thomas McIntyre
Detective and Mystery	40348	The Crime and the Criminal	en	Richard Marsh
Horror and Ghost	4046	The Garden of Survival	en	Algernon Blackwood
Detective and Mystery	40484	Black Star's Campaign: A Detective Story	en	Johnston McCulley
Detective and Mystery	40491	The Red Lottery Ticket	en	Fortunu Boisgobey
Detective and Mystery	40493	The King of Diamonds: A Tale of Mystery and Adventure	en	Louis Tracy
Detective and Mystery	40821	Fighting Byng: A Novel of Mystery- Intrigue and Adventure	en	A. Stone
Detective and Mystery	41089	The Sign of the Stranger	en	William Le Queux
Adventure	41313	My Danish Sweetheart: A Novel. Volume 1 of 3	en	William Clark Russell
Adventure	41314	My Danish Sweetheart: A Novel. Volume 2 of 3	en	William Clark Russell
Adventure	41315	My Danish Sweetheart: A Novel. Volume 3 of 3	en	William Clark Russell
Detective and Mystery	41459	The Broken Thread	en	William Le Queux
Detective and Mystery	41525	The House Opposite: A Mystery	en	Elizabeth Kent
Detective and Mystery	41790	Quintus Oakes: A Detective Story	en	Charles Ross Jackson
Detective and Mystery	42010	The Barrel Mystery	en	William J. Flynn
Western Stories	42115	The Trail-Hunter: A Tale of the Far West	en	Gustave Aimard
Western Stories	42117	The Pirates of the Prairies: Adventures in the American Desert	en	Gustave Aimard
Western Stories	42423	Justin Wingate- Ranchman	en	John Harvey Whitson
Detective and Mystery	42714	The Luminous Face	en	Carolyn Wells
Detective and Mystery	42807	The Mystery of the Clasped Hands: A Novel	en	Guy Boothby
Detective and Mystery	42905	Great Porter Square: A Mystery. v. 1	en	B. L. Farjeon
Detective and Mystery	42906	Great Porter Square: A Mystery. v. 2	en	B. L. Farjeon
Detective and Mystery	42907	Great Porter Square: A Mystery. v. 3	en	B. L. Farjeon
Adventure	43716	The Adventurers	en	Gustave Aimard
Western Stories	43925	The Prairie Flower: A Tale of the Indian Border	en	Gustave Aimard
Adventure	44375	The Bee Hunters: A Tale of Adventure	en	Gustave Aimard
Adventure	44454	The Smuggler Chief: A Novel	en	Gustave Aimard
Horror and Ghost	44581	The Stoneground Ghost Tales - Compiled from the recollections of the reverend Roland Batchel- the vicar of the parish.	en	E. G. Swain
Detective and Mystery	44841	The Mark of Cain	en	Carolyn Wells
Detective and Mystery	44872	The Man Who Fell Through the Earth	en	Carolyn Wells
Detective and Mystery	44984	The Mystery Girl	en	Carolyn Wells
Western Stories	45047	The Red River Half-Breed: A Tale of the Wild North-West	en	Gustave Aimard
Western Stories	45401	The Guide of the Desert	en	Gustave Aimard
Western Stories	45618	Deadwood Dick Jr. Branded- Red Rover at Powder Pocket.	en	Edward L. Wheeler
Detective and Mystery	45622	The Curved Blades	en	Carolyn Wells
Detective and Mystery	45636	Stolen Idols	en	E. Phillips Oppenheim
Detective and Mystery	45912	The Vanishing of Betty Varian	en	Carolyn Wells
Detective and Mystery	46008	The Room with the Tassels	en	Carolyn Wells
Detective and Mystery	46064	The Deep Lake Mystery	en	Carolyn Wells
Detective and Mystery	46402	Harry Blount- the Detective- The Martin Mystery Solved	en	T. J. Flanagan
Western Stories	46457	White Wolf's Law: A Western Story	en	Hal Dunning
Romance	4653	God's Good Man: A Simple Love Story	en	Marie Corelli
Detective and Mystery	46566	The Crime Club	en	W. Holt-White
Detective and Mystery	46623	At War with Society- Tales of the Outcasts	en	James M'Levy
Detective and Mystery	4745	At the Villa Rose	en	A. E. W. Mason
Adventure	48297	A Soldier's Daughter- and Other Stories	en	G. A. Henty
Romance	4918	The Lilac Sunbonnet: A Love Story	en	S. R. Crockett
Adventure	4929	The Fashionable Adventures of Joshua Craig: A Novel	en	David Graham Phillips
Detective and Mystery	50209	The Mystery of the Sycamore	en	Carolyn Wells
Detective and Mystery	5094	The Romance of Elaine - Sequel to "Exploits of Elaine"	en	Arthur B. Reeve
Detective and Mystery	5151	The Exploits of Elaine	en	Arthur B. Reeve
Romance	5165	Innocent : her fancy and his fact	en	Marie Corelli
Detective and Mystery	5179	A Siren	en	Thomas Adolphus Trollope
Adventure	525	Youth- a Narrative	en	Joseph Conrad
Detective and Mystery	547	Baron Trigault's Vengeance	en	Emile Gaboriau
Humor, wit and satire	587	Danny's Own Story	en	Don Marquis
Romance	6105	Their Yesterdays	en	Harold Bell Wright
Romance	6113	A Day of Fate	en	Edward Payson Roe
Humor, wit and satire	6410	Once Aboard the Lugger-- The History of George and his Mary	en	A. S. M. Hutchinson
Detective and Mystery	6864	Average Jones	en	Samuel Hopkins Adams
Horror and Ghost	8182	The Ghost of Guir House	en	Charles Willing Beale
Adventure	8396	The Gentleman: A Romance of the Sea	en	Alfred Ollivant
Romance	8899	Three Weeks	en	Elinor Glyn
Detective and Mystery	9807	Scarhaven Keep	en	J. S. Fletcher
Adventure	9849	The Brown Mask	en	Percy James Brebner
Adventure	9927	The Bronze Bell	en	Louis Joseph Vance
Adventure	13721	Mardi: and A Voyage Thither ||	en	Herman Melville
Detective and Mystery	2097	The Sign of Four	en	Doyle Connan
Detective and Mystery	2148	The Works of Edgar Allan Poe II	en	Edgar Allan Poe
Detective and Mystery	2149	The Works of Edgar Allan Poe III	en	Edgar Allan Poe
Detective and Mystery	2150	The Works of Edgar Allan Poe IV	en	Edgar Allan Poe
Adventure	2701	Moby Dick	en	Herman Melville
Adventure	4045	Omoo Adventures in the South Seas	en	Herman Melville
Detective and Mystery	834	Memoirs of Shelock Holmes	en	Doyle Connan
Detective and Mystery	108	The Return of Sherlock Holmes	en	Doyle Connan
Detective and Mystery	863	The Mysterious Affair at Styles	en	Agatha Christie
Detective and Mystery	1155	The Secret Adversary	en	Agatha Christie
Literary	537	Tales of Terror and Mystery	en	Doyle Connan
Detective and Mystery	2852	The Hound of Baskervilles	en	Doyle Connan
Literary	1400	Great Expectations	en	Charles Dickens
Literary	730	Oliver Twist	en	Charles Dickens
Romance	105	Persuasion	en	Jane Austen
Romance	1342	Pride and Prejudice	en	Jane Austen
Romance	141	Mansfield Park	en	Jane Austen
Romance	161	Sense and Sensibility	en	Jane Austen
Romance	158	Emma	en	Jane Austen
Literary	98	A tale of Two Cities	en	Charles Dickens
Literary	766	David Copperfield 	en	Charles Dickens
Literary	786	Hard Times	en	Charles Dickens
Literary	19337	A Christmas Carol	en	Charles Dickens
Humor, wit and satire	21816	The Confidence Man	en	Herman Melville
Literary	34970	Pierre or The Ambiguities	en	Herman Melville
Literary	4397	The Man of Property/Forsyte Saga	en	John Galsworthy
Literary	2911	Justice (Plays)	en	John Galsworthy
Literary	4765	Loyalties (Plays)	en	John Galsworthy
Literary	2684	Five Tales	en	John Galsworthy
Literary	35263	Menschen im Krieg	de	Latzko, Andreas
Literary	40294	Der Mord an der Jungfrau	de	Lautensack, Heinrich
Literary	53614	"Aus Natur und Geisteswelt
Sammlung wissenschaftlich-gemeinverständlicher Darstellungen
aus allen Gebieten des Wissens"	de	Teubner, B. G.
Literary	54353	Des Vaters Sünde, der Mutter Fluch	de	Clauren, Heinrich
Literary	53946	Ein deutsches Kriegsschiff in der Südsee	de	Werner, Bartholomäus von
Literary	17169	Der Fall Deruga	de	Huch, Ricarda Octavia
Literary	27446	Der Hahn von Quakenbrück und andere Novellen	de	Huch, Ricarda Octavia
Literary	31150	Gottfried Keller	de	Huch, Ricarda Octavia
Literary	31834	Lebenslauf des heiligen Wonnebald Pück: Eine Erzählung	de	Huch, Ricarda Octavia
Literary	33827	Das Judengrab; Aus Bimbos Seelenwanderungen: Zwei Erzählungen	de	Huch, Ricarda Octavia
Literary	39430	Luthers Glaube: Briefe an einen Freund	de	Huch, Ricarda Octavia
Literary	35181	Geschichte des Zigeunermädchens: Eine Novelle	de	Cervantes Saavedra, Miguel de
Literary	9623	Wir fanden einen Pfad: Neue Gedichte	de	Morgenstern, Christian
Literary	12921	Gesammelte Werke in fünf Bänden — 1. Band	de	Morgenstern, Christian
Literary	15898	Stufen: Eine Entwickelung in Aphorismen und Tagebuch-Notizen	de	Morgenstern, Christian
Literary	29584	Die Piraterie. Beiträge zum internationalen Seerecht	de	Stiel, Paul
Literary	35137	Der Tatbestand der Piraterie nach geltendem Völkerrecht	de	Stiel, Paul
Literary	49934	"Johann Ladislav Pyrker's sämmtliche Werke (3/3)
Perlen der heiligen Vorzeit"	de	Pyrker, Johann Ladislav
Literary	46713	Die Bagdadbahn	de	Rohrbach, Paul
Literary	10223	Meyers Konversationslexikon Band 15	de	Various
Literary	48211	Kunst und Künstler Almanach 1909	de	Various
Literary	49083	"Briefe an Ludwig Tieck (1/4)
Erster Band"	de	Various
Literary	49084	"Mitteilungen aus dem Germanischen Nationalmuseum
Jahrgang 1900"	de	Various
Literary	49209	"Briefe an Ludwig Tieck (3/4)
Dritter Band"	de	Various
Literary	49210	"Briefe an Ludwig Tieck (4/4)
Vierter Band"	de	Various
Literary	49501	"Anzeiger für Kunde der deutschen Vorzeit (Jg. 26, 1879)
Neue Folge"	de	Various
Literary	50299	"Anzeiger für Kunde der deutschen Vorzeit (1866)
Neue Folge. Dreizehnter Band."	de	Various
Literary	50628	Lexikon baltischer Künstler	de	Various
Literary	50669	"Weltreise
Erster Teil: Indien, China und Japan"	de	Various
Literary	50683	"Chad Gadja
Das Peßachbuch"	de	Various
Literary	50917	Mitteilungen aus dem germanischen Nationalmuseum. Jahrgang 1896	de	Various
Literary	51360	Französische Lyrik alter und neuer Zeit in deutschen Versen	de	Various
Literary	52856	"Anzeiger für Kunde der deutschen Vorzeit (1868)
Neue Folge. Fünfzehnter Band."	de	Various
Literary	52986	Deutsche Humoristen, 4. und 5. Band (von 8)	de	Various
Literary	53689	"Anzeiger für Kunde der deutschen Vorzeit, 27. Band, 1880
Organ des Germanischen Museums"	de	Various
Literary	38125	Der zunehmende Mond	de	Effenberger, Hans
Literary	44424	Der Gärtner	de	Effenberger, Hans
Literary	19163	Märchen für Kinder	de	Andersen, H. C. (Hans Christian)
Literary	50965	"Märchen (Illustriert von Alfred Kubin)
Die Nachtigall / Die kleine Seejungfrau / Der Reisekamerad"	de	Andersen, H. C. (Hans Christian)
Literary	38239	"Die Schön Magelona
eine fast lustige Historie von dem Ritter mit den silbern Schlüsseln und von der Schönen Magelona gar lustig zu lesen"	de	Anonymous
Literary	50529	"Der sächsische Prinzenraub nach älteren und neueren Quellen
nebst einer Beschreibung des zu dessen Erinnerung
errichteten Denkmals und des zu seinem Schutz erbauten
Köhlerhauses am Fürstenberge bei Grünhain"	de	Anonymous
Literary	15711	Frau Bovary	de	Flaubert, Gustave
Literary	15995	Salambo: Ein Roman aus Alt-Karthago	de	Flaubert, Gustave
Literary	50911	"Der versiegelte Engel und andere Geschichten
Der versiegelte Engel / Die Epopöe von Wischnewskij und
seiner Sippe / Der Toupetkünstler / Anläßlich der
Kreutzersonate"	de	Leskow, Nikolai
Literary	50912	"Eine Teufelsaustreibung und andere Geschichten
Eine Teufelsaustreibung / Das Tier / Interessante Männer
/ Die Lady Makbeth des Mzensker Landkreises / Der stählerne
Floh"	de	Leskow, Nikolai
Literary	46453	Die Regeln des Anstands, der Höflichkeit und der guten Sitte.	de	Lehmann, Ignaz
Literary	26949	"Vom Musikalisch-Schönen
Ein Beitrag zur Revision der Ästhetik der Tonkunst"	de	Hanslick, Eduard
Literary	48256	Spitzen und ihre Charakteristik	de	Jurie, Bertha von
Literary	47406	Aphorismen zur Lebensweisheit	de	Schopenhauer, Arthur
Literary	46939	Die Welt in hundert Jahren	de	Brehmer, Artur
Literary	22355	Schelmuffskys wahrhaftige, kuriöse und sehr gefährliche Reisebeschreibung zu Wasser und zu Lande	de	Reuter, Christian
Literary	9327	Die zärtlichen Schwestern	de	Gellert, Christian Fürchtegott
Literary	9335	Fabeln und Erzählungen	de	Gellert, Christian Fürchtegott
Literary	22167	"C. F. Gellerts Sämmtliche Schriften
Zweyter Theil"	de	Gellert, Christian Fürchtegott
Literary	49603	Moderne Geister: Literarische Bildnisse aus dem neunzehnten Jahrhundert	de	Brandes, Georg
Literary	24176	Jakob von Gunten: Ein Tagebuch	de	Walser, Robert
Literary	27598	Der Gehülfe	de	Walser, Robert
Literary	33548	Prosastücke	de	Walser, Robert
Literary	36172	Geschwister Tanner	de	Walser, Robert
Literary	37128	Kleine Dichtungen	de	Walser, Robert
Literary	37579	Aufsätze	de	Walser, Robert
Literary	39247	Der Spaziergang	de	Walser, Robert
Literary	41517	Die Schlacht bei Sempach	de	Walser, Robert
Literary	15787	"Sieben Jahre in Süd-Afrika. Erster Band.
Erlebnisse, Forschungen und Jagden auf meinen Reisen von den Diamantenfeldern zum Zambesi (1872-1879)."	de	Holub, Emil
Literary	49132	"Sieben Jahre in Süd-Afrika. Zweiter Band.
Erlebnisse, Forschungen und Jagden auf meinen Reisen von den Diamantenfeldern zum Zambesi (1872-1879)"	de	Holub, Emil
Literary	36349	Visionen und andere phantastische Erzählungen	de	Turgenev, Ivan Sergeevich
Literary	37716	Gedichte in Prosa	de	Turgenev, Ivan Sergeevich
Literary	6496	Die Braut von Messina	de	Schiller, Friedrich
Romance	6498	Kabale und Liebe: Ein bürgerliches Trauerspiel	de	Schiller, Friedrich
Literary	6499	Die Verschwörung des Fiesco zu Genua: Ein republikanisches Trauerspiel	de	Schiller, Friedrich
Literary	6503	"Der Neffe als Onkel
Lustspiel in drei Aufzuegen. Aus dem Franzoesischen des Picard"	de	Schiller, Friedrich
Literary	6504	"Der Parasit, oder, die Kunst sein Glück zu machen
Ein Lustspiel nach dem Franzoesischen [des Picard]"	de	Schiller, Friedrich
Literary	6505	Turandot, Prinzessin von China	de	Schiller, Friedrich
Literary	6518	Wallensteins Lager	de	Schiller, Friedrich
Literary	6525	Die Piccolomini	de	Schiller, Friedrich
Literary	6549	Wallensteins Tod	de	Schiller, Friedrich
Literary	6649	Einige Gedichte	de	Schiller, Friedrich
Literary	7939	Die Huldigung der Künste	de	Schiller, Friedrich
Literary	31216	"Briefe Schillers und Goethes an A. W. Schlegel
Aus den Jahren 1795 bis 1801, und 1797 bis 1824, nebst einem Briefe Schlegels an Schiller"	de	Schiller, Friedrich
Literary	47804	Die Räuber: Ein Schauspiel	de	Schiller, Friedrich
Literary	35339	Arme Leute	de	Dostoyevsky, Fyodor
Literary	38336	Der Großinquisitor	de	Dostoyevsky, Fyodor
Literary	48527	Der Doppelgänger	de	Dostoyevsky, Fyodor
Literary	28865	Der Judenstaat: Versuch einer modernen Lösung der Judenfrage	de	Herzl, Theodor
Literary	42219	Herzl-Worte	de	Herzl, Theodor
Literary	45672	Aus der Jugendzeit; Historie von der schönen Lau	de	Stassen, Franz
Literary	43078	Der Occultismus des Altertums	de	Kuhlenbeck, Ludwig
Literary	20211	Die schönsten Geschichten der Lagerlöf	de	Lagerlöf, Selma
Literary	28751	Gösta Berling: Erzählungen aus dem alten Wermland	de	Lagerlöf, Selma
Literary	29957	Ein Stück Lebensgeschichte, und andere Erzählungen	de	Lagerlöf, Selma
Literary	31114	"Wunderbare Reise des kleinen Nils Holgersson mit den Wildgänsen
Ein Kinderbuch"	de	Lagerlöf, Selma
Literary	31145	Liljecronas Heimat	de	Lagerlöf, Selma
Literary	33041	Unsichtbare Bande: Erzählungen	de	Lagerlöf, Selma
Literary	47733	Werner von Siemens, der Begründer der modernen Elektrotechnik	de	Fürst, Artur
Literary	53514	"Die Welt auf Schienen
Eine Darstellung der Einrichtungen und des Betriebs auf den Eisenbahnen des Fernverkehrs, Nebst einer Geschichte der Eisenbahn"	de	Fürst, Artur
Literary	51208	"Gedanken über Religion
Die religiöse Entwicklung eines Naturforschers vom Atheismus
zum Christentum."	de	Romanes, George John
Literary	23393	Japanische Märchen	de	Alberti, Karl
Literary	31129	Der Löwe von Flandern: ein historische Roman aus Alt-Belgien	de	Conscience, Hendrik
Literary	23787	Märchen-Sammlung	de	Fraungruber, Hans
Literary	25530	Die Nymphe des Brunnens	de	Fraungruber, Hans
Literary	24043	Die Weise von Liebe und Tod des Cornets Christoph Rilke	de	Rilke, Rainer Maria
Literary	27822	Zwei Prager Geschichten	de	Rilke, Rainer Maria
Literary	31199	Die Letzten	de	Rilke, Rainer Maria
Literary	33821	Erste Gedichte	de	Rilke, Rainer Maria
Literary	33863	Neue Gedichte	de	Rilke, Rainer Maria
Literary	33864	Der Neuen Gedichte: Anderer Teil	de	Rilke, Rainer Maria
Literary	34521	Das Buch der Bilder	de	Rilke, Rainer Maria
Literary	38402	Geschichten vom lieben Gott	de	Rilke, Rainer Maria
Literary	45579	"Auguste Rodin
Mit 96 Vollbildern"	de	Rilke, Rainer Maria
Literary	51386	"Auf silbernen Gefilden
Ein Mond-Roman"	de	Zulawski, Jerzy
Literary	21917	Eingeschneit: Eine Studentengeschichte	de	Frommel, Emil
Literary	25783	"Experimentelle Untersuchungen über die Frage »Ist die Furcht vor Krankheitsübertragung durch das Telephon berechtigt«?
Inaugural-Dissertation zur Erlangung der Doktorwürde in
der Medizin, Chirurgie und Geburtshülfe der Hohen
Medizinischen Fakultät der Königlichen Universität
Greifswald"	de	Weiss, Carl
Literary	47472	"Fünf Erzählungen
Mit 28 Holzschnitten von Frans Masereel"	de	Masereel, Frans
Literary	47710	"Bübü vom Montparnasse
Ein Roman mit zwanzig Holzschnitten von Frans Masereel"	de	Masereel, Frans
Literary	47711	Der Ewige Jude	de	Masereel, Frans
Literary	47713	"Peter und Lutz
Eine Erzählung mit sechzehn Holzschnitten von Frans Masereel"	de	Masereel, Frans
Literary	49582	Das Gemeinsame	de	Masereel, Frans
Literary	52299	Die Karikatur im Weltkriege	de	Schulz-Besser, Ernst
Literary	52191	"Der unendliche Mensch
Gedichte"	de	Drey, Arthur
Literary	21349	Ueber Goethes Hermann und Dorothea	de	Leitzmann, Albert
Literary	31164	Der violette Tod, und andere Novellen	de	Meyrink, Gustav
Literary	32014	Fledermäuse: Sieben Geschichten	de	Meyrink, Gustav
Literary	45936	Das grüne Gesicht: Ein Roman	de	Meyrink, Gustav
Literary	51476	Der Golem	de	Meyrink, Gustav
Literary	31309	Der Trotzkopf: Eine Pensionsgeschichte für erwachsene Mädchen	de	Rhoden, Emmy von
Literary	39529	Geschichte der Neueren Deutschen Chirurgie	de	Küster, Ernst Georg Ferdinand
Literary	29738	Stille Helden	de	Boy-Ed, Ida
Literary	17142	Die griechische Tänzerin, und andere Novellen	de	Schnitzler, Arthur
Literary	18148	Casanovas Heimfahrt	de	Schnitzler, Arthur
Literary	25204	Der Mörder	de	Schnitzler, Arthur
Literary	31842	Der Schleier der Pierrette: Pantomime in drei Bildern	de	Schnitzler, Arthur
Literary	37266	Reigen: Zehn Dialoge	de	Schnitzler, Arthur
Literary	44238	Das Bildnis des Dorian Gray	de	Wilde, Oscar
Literary	46845	Zwei Erzählungen	de	Baum, Oskar
Literary	27769	"Der Fliegende Hollaender
The Flying Dutchman"	de	Wagner, Richard
Literary	31963	The Flying Dutchman (Der Fliegende Hollaender): Romantic Opera in Three Acts	de	Wagner, Richard
Literary	46231	Der brennende Dornbusch; Mörder: Hoffnung der Frauen	de	Kokoschka, Oskar
Literary	52486	Adelina; oder, Der Abschied vom neunzehnten Lebensjahre. Aufzeichnungen	de	Kokoschka, Oskar
Literary	49928	Der kleine Ritter (Herr Wolodyjowski): Historischer Roman	de	Sienkiewicz, Henryk
Literary	19530	Strix: Die Geschichte eines Uhus	de	Fleuron, Svend
Literary	31218	Flöten und Dolche: Novellen	de	Mann, Heinrich
Literary	33328	Flaubert und die Herkunft des modernen Romans	de	Mann, Heinrich
Literary	33329	Der Vater	de	Mann, Heinrich
Literary	35264	Professor Unrat, oder, Das Ende eines Tyrannen	de	Mann, Heinrich
Literary	38126	Der Untertan	de	Mann, Heinrich
Literary	43335	Die Ehrgeizige: Novelle	de	Mann, Heinrich
Literary	44174	Die kleine Stadt: Roman	de	Mann, Heinrich
Literary	45123	Zwischen den Rassen: Roman	de	Mann, Heinrich
Literary	45635	Mnais und Ginevra	de	Mann, Heinrich
Literary	46157	Die Tote und andere Novellen	de	Mann, Heinrich
Literary	46987	Die Armen: Ein Roman	de	Mann, Heinrich
Literary	16718	Mineralogia Polyglotta	de	Keferstein, Christian
Literary	16304	Der Heizer: Ein Fragment	de	Kafka, Franz
Literary	21593	Das Urteil: Eine Geschichte	de	Kafka, Franz
Literary	21989	Ein Landarzt: Kleine Erzählungen	de	Kafka, Franz
Literary	22367	Die Verwandlung	de	Kafka, Franz
Literary	23532	Betrachtung	de	Kafka, Franz
Literary	25791	In der Strafkolonie	de	Kafka, Franz
Literary	30655	Ein Hungerkünstler	de	Kafka, Franz
Literary	38395	"Erstes Kapitel des Buches ""Richard und Samuel""
Die erste lange Eisenbahnfahrt (Prag-Zürich)"	de	Kafka, Franz
Romance	46880	Gerichtliche Leichen-Oeffnungen. Erstes Hundert.	de	Casper, Johann Ludwig
Romance	46979	Gerichtliche Leichen-Oeffnungen. Zweites Hundert.	de	Casper, Johann Ludwig
Romance	21053	An anthology of German literature	de	Thomas, Calvin
Romance	2499	Siddhartha: eine indische Dichtung	de	Hesse, Hermann
Romance	17622	Knulp: Drei Geschichten aus dem Leben Knulps	de	Hesse, Hermann
Romance	41051	Peter Camenzind	de	Hesse, Hermann
Romance	41818	Hermann Lauscher	de	Hesse, Hermann
Romance	41907	Demian: Die Geschichte von Emil Sinclairs Jugend	de	Hesse, Hermann
Romance	42213	Boccaccio	de	Hesse, Hermann
Romance	42311	Eine Stunde hinter Mitternacht	de	Hesse, Hermann
Romance	42338	Klingsors letzter Sommer	de	Hesse, Hermann
Romance	46135	Romantische Lieder	de	Hesse, Hermann
Romance	47818	Diesseits: Erzählungen	de	Hesse, Hermann
Romance	49908	Unterm Rad	de	Hesse, Hermann
Romance	31276	Heinrich von Kleist und die Kantische Philosophie	de	Cassirer, Ernst
Romance	51289	"Bibliotheca Gynaecologica et Obstetricia oder Verzeichniss aller
auf dem Gebiete der Gynaekologie und Geburtshülfe in den letzten 20
jahren 1847-1866 im deutschen Buchhandel erschienenen Bücher und Zeitschriften
Ein bibliographisches Handbüchlein für Aerzte und Buchhändler"	de	Büchting, Adolph
Romance	15736	Der Mann von vierzig Jahren	de	Wassermann, Jakob
Romance	15952	Die Prinzessin Girnara: Weltspiel und Legende	de	Wassermann, Jakob
